p0_x,p0_y,p0_z,p1_x,p1_y,p1_z,p2_x,p2_y,p2_z,p3_x,p3_y,p3_z,p4_x,p4_y,p4_z,p5_x,p5_y,p5_z,p6_x,p6_y,p6_z,p7_x,p7_y,p7_z,p8_x,p8_y,p8_z,p9_x,p9_y,p9_z,p10_x,p10_y,p10_z,p11_x,p11_y,p11_z,p12_x,p12_y,p12_z,p13_x,p13_y,p13_z,p14_x,p14_y,p14_z,p15_x,p15_y,p15_z,p16_x,p16_y,p16_z,p17_x,p17_y,p17_z,p18_x,p18_y,p18_z,p19_x,p19_y,p19_z,p20_x,p20_y,p20_z,label
0.6769212484359741,1.0014828443527222,7.57539737605839e-08,0.6712502241134644,0.9497324228286743,0.0011970899067819118,0.6779487133026123,0.897614598274231,0.0007566928397864103,0.6849350929260254,0.8596322536468506,-0.002217512810602784,0.6907324194908142,0.8295673727989197,-0.0052933841943740845,0.68501877784729,0.8796339631080627,0.0015896771801635623,0.6850378513336182,0.820347785949707,-0.011036161333322525,0.6831454634666443,0.7735368013381958,-0.02144043706357479,0.680370569229126,0.735780656337738,-0.02875916101038456,0.6843779683113098,0.8792167901992798,-0.007610884960740805,0.6843860149383545,0.814629852771759,-0.020580356940627098,0.6828311681747437,0.7644400000572205,-0.03125336021184921,0.6811860203742981,0.7190364599227905,-0.0382629930973053,0.6848887205123901,0.8843074440956116,-0.01774943433701992,0.6855420470237732,0.8224570751190186,-0.029822491109371185,0.6853490471839905,0.7770174741744995,-0.03719699755311012,0.6833786368370056,0.7366423010826111,-0.0415799506008625,0.6869898438453674,0.8945448398590088,-0.028184540569782257,0.6878625750541687,0.8513017296791077,-0.03802770376205444,0.687412440776825,0.819607138633728,-0.0417766347527504,0.6860558390617371,0.7910082340240479,-0.044021040201187134,Hello
0.6759673953056335,0.9923785328865051,1.5112901508018695e-07,0.6699886322021484,0.9423390626907349,8.855149644659832e-05,0.6766301989555359,0.8867522478103638,-0.00022753290249966085,0.6833236813545227,0.8462204933166504,-0.0023883681278675795,0.6869939565658569,0.8146040439605713,-0.004553556442260742,0.6874001026153564,0.876015841960907,0.0003636266919784248,0.6869895458221436,0.8174117803573608,-0.011014527641236782,0.6842053532600403,0.7703917622566223,-0.02039804309606552,0.6811310052871704,0.7325199842453003,-0.02702460251748562,0.6866804957389832,0.8759095668792725,-0.007628462743014097,0.6856467723846436,0.8121328353881836,-0.018860885873436928,0.6829730272293091,0.7627337574958801,-0.029129277914762497,0.6806726455688477,0.7172889709472656,-0.036090075969696045,0.6862670183181763,0.8802844285964966,-0.016284409910440445,0.686286211013794,0.8195669651031494,-0.027128340676426888,0.6859666109085083,0.7756792902946472,-0.034552693367004395,0.6842010617256165,0.7358030080795288,-0.039189569652080536,0.6863442063331604,0.8893066048622131,-0.025163063779473305,0.687247097492218,0.8478936553001404,-0.03385048732161522,0.6869190335273743,0.818206250667572,-0.03717051446437836,0.6862120032310486,0.7904552817344666,-0.03926727920770645,Hello
0.6677826046943665,0.9912651777267456,1.851294797461378e-07,0.6657394170761108,0.9425042867660522,-0.005359083414077759,0.6784678101539612,0.884145200252533,-0.008496031165122986,0.6896594166755676,0.8414074778556824,-0.012476937845349312,0.6951213479042053,0.8078558444976807,-0.016561340540647507,0.6797357797622681,0.8782093524932861,-0.009536463767290115,0.6821935176849365,0.8168009519577026,-0.024400517344474792,0.6819620728492737,0.7673758268356323,-0.0353415422141552,0.6812027096748352,0.7267369031906128,-0.04266802594065666,0.6812387704849243,0.8808304071426392,-0.015710944309830666,0.6844038367271423,0.8160509467124939,-0.030579669401049614,0.6843413710594177,0.7633646726608276,-0.042417798191308975,0.6839025020599365,0.714867115020752,-0.05006925389170647,0.685698926448822,0.8876714706420898,-0.022530678659677505,0.6906326413154602,0.8265191912651062,-0.03649677336215973,0.6922715306282043,0.7786765694618225,-0.044650547206401825,0.6911422610282898,0.7357405424118042,-0.04906339943408966,0.6929393410682678,0.8988111615180969,-0.02991398610174656,0.6964995861053467,0.8551136255264282,-0.04116034135222435,0.697807252407074,0.8213000297546387,-0.04530612379312515,0.6974640488624573,0.790498673915863,-0.047465477138757706,Hello
0.6700060367584229,0.9861653447151184,1.8732590945091943e-07,0.666222333908081,0.941238284111023,-0.004979925230145454,0.6763178706169128,0.8863760828971863,-0.008040457032620907,0.6859915852546692,0.8441489934921265,-0.012013586238026619,0.6905815005302429,0.8108792304992676,-0.01601581461727619,0.6786821484565735,0.8776640295982361,-0.00994429923593998,0.6814366579055786,0.8143166303634644,-0.024445077404379845,0.6813082098960876,0.7649452686309814,-0.03471608832478523,0.6804327964782715,0.7238792777061462,-0.041531551629304886,0.679542601108551,0.8781764507293701,-0.016193898394703865,0.6828789114952087,0.8107653260231018,-0.03099539875984192,0.6836309432983398,0.7582936882972717,-0.04259316250681877,0.6844632029533386,0.7100598216056824,-0.04982251301407814,0.6832630038261414,0.8830656409263611,-0.022879818454384804,0.6887019872665405,0.819610059261322,-0.03716999664902687,0.6907585263252258,0.7727478742599487,-0.04588771611452103,0.6904408931732178,0.7303984761238098,-0.05048481747508049,0.6901261210441589,0.8924813270568848,-0.029933659359812737,0.6937263607978821,0.8477163314819336,-0.041801124811172485,0.6947941184043884,0.8159365057945251,-0.046215035021305084,0.694668173789978,0.7866888046264648,-0.048258453607559204,Hello
0.6785249710083008,0.9763287305831909,1.934313615947758e-07,0.6776140332221985,0.9286272525787354,-0.007760570850223303,0.6885198354721069,0.8683879971504211,-0.01139770820736885,0.6974159479141235,0.8227823376655579,-0.015278149396181107,0.7020049095153809,0.7883886694908142,-0.019048577174544334,0.6870611310005188,0.8649117350578308,-0.011354094371199608,0.6886645555496216,0.8071805238723755,-0.02632124349474907,0.6879094839096069,0.7594563961029053,-0.03746457397937775,0.6868917942047119,0.7197508215904236,-0.04473433271050453,0.6886227130889893,0.8691540360450745,-0.015932491049170494,0.6908379197120667,0.8088580369949341,-0.02963382937014103,0.6908454298973083,0.7594389915466309,-0.03994020074605942,0.6909334659576416,0.71421879529953,-0.04639655351638794,0.6942264437675476,0.8782543540000916,-0.021241432055830956,0.6973941326141357,0.8203549385070801,-0.033308543264865875,0.6995240449905396,0.776368260383606,-0.038040366023778915,0.6998817324638367,0.7364993691444397,-0.04021630063652992,0.7027794122695923,0.8927674889564514,-0.027546081691980362,0.7050125002861023,0.8512077331542969,-0.03617072105407715,0.7066923379898071,0.8199158906936646,-0.03714226558804512,0.7081420421600342,0.7918510437011719,-0.03704053908586502,Hello
0.6794382333755493,0.9724683165550232,1.7551398912019067e-07,0.6777564287185669,0.9306651949882507,-0.00621900986880064,0.6876273155212402,0.8767966628074646,-0.009890459477901459,0.6967606544494629,0.8344696760177612,-0.014059524983167648,0.7012979388237,0.8025679588317871,-0.01808096654713154,0.686191976070404,0.8679460287094116,-0.010776867158710957,0.6882162094116211,0.8085067272186279,-0.02527400478720665,0.6886457204818726,0.7623277306556702,-0.03561282157897949,0.6881850957870483,0.7251469492912292,-0.04213487356901169,0.6871240735054016,0.8693144917488098,-0.015953252092003822,0.6906708478927612,0.8083609938621521,-0.03006264939904213,0.6911890506744385,0.7598287463188171,-0.04029465466737747,0.691291332244873,0.7162981033325195,-0.04637075215578079,0.6916325688362122,0.8745770454406738,-0.02180122770369053,0.6960263848304749,0.8168073296546936,-0.03446689248085022,0.6985409259796143,0.7728695869445801,-0.04059746861457825,0.6992725729942322,0.7338247895240784,-0.04344513639807701,0.6991415619850159,0.8844764232635498,-0.028355129063129425,0.7023918628692627,0.842689573764801,-0.03795650973916054,0.7041683793067932,0.8121296763420105,-0.04027136042714119,0.7057310342788696,0.7848050594329834,-0.04086802527308464,Hello
0.6959007382392883,0.9534724950790405,2.244167376375117e-07,0.6916980743408203,0.9095421433448792,-0.006400712765753269,0.6949620842933655,0.857617974281311,-0.01167183369398117,0.6976843476295471,0.8173599243164062,-0.016726497560739517,0.7000588178634644,0.7869742512702942,-0.021670790389180183,0.6926394701004028,0.8495221138000488,-0.01799428090453148,0.6900119185447693,0.7931868433952332,-0.033375516533851624,0.6899906992912292,0.7509707808494568,-0.04372195154428482,0.6898020505905151,0.7166404724121094,-0.05027250200510025,0.6950744390487671,0.8519323468208313,-0.022590845823287964,0.6950559616088867,0.7941805720329285,-0.03673456236720085,0.6956000924110413,0.7487387657165527,-0.0458141565322876,0.6956100463867188,0.7097879648208618,-0.0515170581638813,0.7002995610237122,0.8603092432022095,-0.027363017201423645,0.7029905319213867,0.8082935214042664,-0.040000852197408676,0.7051209807395935,0.767020583152771,-0.045495618134737015,0.70491623878479,0.7317181825637817,-0.0484878234565258,0.7078765630722046,0.8753312230110168,-0.032477665692567825,0.7107124328613281,0.840785801410675,-0.042285364121198654,0.7121759653091431,0.8130269646644592,-0.0442531555891037,0.7120416164398193,0.7896260619163513,-0.04486449807882309,Hello
0.733938992023468,1.0127445459365845,5.9460727896976096e-08,0.7202911376953125,0.9646512269973755,0.003441165667027235,0.7060679197311401,0.9113982319831848,0.0035376902669668198,0.6974751353263855,0.875343382358551,0.0002132515364792198,0.6963858604431152,0.8472517728805542,-0.0033639243338257074,0.6928353309631348,0.8669975399971008,0.005407674703747034,0.6910204887390137,0.8049261569976807,-0.00582606578245759,0.6911441087722778,0.7624321579933167,-0.016260473057627678,0.6911942362785339,0.7288351058959961,-0.02410675399005413,0.6982895135879517,0.8696386218070984,-0.00635521300137043,0.6968302130699158,0.7991977334022522,-0.017352299764752388,0.6970802545547485,0.7515137195587158,-0.02752954326570034,0.6963328123092651,0.7084276676177979,-0.0343574658036232,0.7095435261726379,0.8805259466171265,-0.019154928624629974,0.7051718831062317,0.8141527771949768,-0.029602423310279846,0.7048070430755615,0.7703355550765991,-0.035529110580682755,0.7027236223220825,0.7298938632011414,-0.03939216956496239,0.725265622138977,0.8985021114349365,-0.032187871634960175,0.7195233702659607,0.8536676168441772,-0.04054408147931099,0.7164380550384521,0.8219526410102844,-0.041794098913669586,0.7140840291976929,0.7932829260826111,-0.04231642931699753,Hello
0.742092490196228,0.9989364147186279,2.0346629980849684e-07,0.721792995929718,0.9600841999053955,0.009121657349169254,0.704642117023468,0.9135118722915649,0.011070279404520988,0.6951360106468201,0.8818886876106262,0.009233582764863968,0.6937482357025146,0.8603107929229736,0.006828026846051216,0.6968262791633606,0.8693410158157349,0.00979285966604948,0.6934140920639038,0.8080617785453796,0.0020942180417478085,0.6915062665939331,0.7653700113296509,-0.005296862684190273,0.6901732683181763,0.7314648032188416,-0.011014068499207497,0.7021054029464722,0.8689785003662109,-0.002785269170999527,0.6992828845977783,0.8011183738708496,-0.009306393563747406,0.6986947059631348,0.7538487315177917,-0.015989387407898903,0.6977422833442688,0.7126976251602173,-0.02105795033276081,0.7116574048995972,0.8751339316368103,-0.015857050195336342,0.7089106440544128,0.8116088509559631,-0.02097213640809059,0.7088152170181274,0.7702944278717041,-0.02419666014611721,0.7078190445899963,0.733547568321228,-0.027265870943665504,0.7253890633583069,0.886803150177002,-0.028906535357236862,0.7212334871292114,0.8437227010726929,-0.03313076123595238,0.7183572053909302,0.8145201206207275,-0.033674124628305435,0.7159812450408936,0.7879132032394409,-0.03448064997792244,Hello
0.7107230424880981,1.0160537958145142,3.650394830856385e-07,0.6870298385620117,0.977401614189148,-0.005314832553267479,0.6753756403923035,0.9165301322937012,-0.008849924430251122,0.6744972467422485,0.8666500449180603,-0.013511793687939644,0.6775697469711304,0.8278499841690063,-0.018870990723371506,0.6828896999359131,0.8747905492782593,-0.002857218263670802,0.6866610050201416,0.8096649646759033,-0.016986731439828873,0.6845203042030334,0.7605783939361572,-0.029386578127741814,0.6827130317687988,0.7195301055908203,-0.03848368674516678,0.6917333602905273,0.8723586797714233,-0.010499449446797371,0.694860577583313,0.8020060062408447,-0.02389114908874035,0.6913443207740784,0.7481263279914856,-0.03694898635149002,0.6872996091842651,0.6994523406028748,-0.045999739319086075,0.7021684646606445,0.8789558410644531,-0.01960138790309429,0.7035983800888062,0.8132292032241821,-0.0334019772708416,0.7013072967529297,0.7661794424057007,-0.04223310947418213,0.6973114609718323,0.7243211269378662,-0.04766809567809105,0.7131636738777161,0.8942933678627014,-0.02940269000828266,0.7122586965560913,0.8471195101737976,-0.041453175246715546,0.7094721794128418,0.8147687911987305,-0.04575280472636223,0.706432580947876,0.78536456823349,-0.048352330923080444,Hello
